unique_id,age,height,weight,gender,exercise_name,body_part,type_of_muscle,sets,recommendation,BMI,BMI_Result
188,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
188,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
188,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
189,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
189,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
189,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
189,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
189,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
190,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
190,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
190,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
190,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
190,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
191,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
191,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
191,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
191,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
191,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
192,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
192,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
192,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
192,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
192,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
193,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
193,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
193,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
193,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
193,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
194,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
194,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
194,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
194,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
194,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
195,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
195,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
195,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
195,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
195,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
196,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
196,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
196,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
196,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
196,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
197,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
197,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
197,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
197,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
197,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
198,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
198,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
198,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
198,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
198,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
199,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
199,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
199,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
199,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
199,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
200,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
200,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
200,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
200,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
200,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
201,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
201,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
201,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
201,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
201,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
202,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
202,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
202,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
202,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
202,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
203,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
203,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
203,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
203,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
203,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
204,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
204,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
204,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
204,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
204,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
205,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
205,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
205,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
205,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
205,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
206,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
206,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
206,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
206,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
206,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
207,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
207,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
207,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
207,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
207,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
208,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
208,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
208,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
208,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
208,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
209,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
209,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
209,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
209,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
209,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
210,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
210,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
210,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
210,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
210,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
211,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
211,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
211,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
211,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
211,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
212,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
212,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
212,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
212,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
212,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
213,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
213,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
213,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
213,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
213,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
214,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
214,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
214,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
214,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
214,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
215,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
215,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
215,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
215,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
215,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
216,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
216,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
216,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
216,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
216,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
217,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
217,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
217,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
217,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
217,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
218,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
218,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
218,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
218,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
218,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
219,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
219,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
219,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
219,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
219,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
220,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
220,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
220,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
220,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
220,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
221,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
221,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
221,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
221,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
221,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
222,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
222,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
222,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
222,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
222,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
223,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
223,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
223,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
223,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
223,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
224,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
224,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
224,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
224,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
224,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
225,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
225,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
225,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
225,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
225,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
226,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
226,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
226,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
226,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
226,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
227,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
227,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
227,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
227,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
227,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
228,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
228,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
228,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
228,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
228,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
229,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
229,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
229,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
229,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
229,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
230,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
230,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
230,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
230,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
230,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
231,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
231,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
231,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
231,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
231,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
232,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
232,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
232,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
232,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
232,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
233,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
233,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
233,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
233,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
233,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
234,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
234,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
234,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
234,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
234,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
235,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
235,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
235,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
235,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
235,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
236,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
236,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
236,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
236,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
236,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
237,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
237,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
237,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
237,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
237,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
238,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
238,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
238,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
238,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
238,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
239,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
239,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
239,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
239,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
239,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
240,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
240,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
240,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
240,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
240,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
241,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
241,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
241,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
241,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
241,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
242,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
242,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
242,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
242,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
242,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
243,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
243,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
243,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
243,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
243,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
244,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
244,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
244,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
244,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
244,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
245,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
245,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
245,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
245,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
245,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
246,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
246,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
246,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
246,44,170,80,Male,Push-ups,Chest,Compound,3,Muscle Gain,27.68,Overweight
246,44,170,80,Male,Crunches,Core,Isolation,3,Muscle Gain,27.68,Overweight
247,30,168,70,Female,Deadlift,Back,Compound,4,Muscle Gain,24.8,Normal Weight
247,30,168,70,Female,Barbell Rows,Back,Compound,4,Muscle Gain,24.8,Normal Weight
247,30,168,70,Female,Bench Press,Chest,Compound,4,Muscle Gain,24.8,Normal Weight
247,30,168,70,Female,Squats,Legs,Compound,5,Muscle Gain,24.8,Normal Weight
247,30,168,70,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,24.8,Normal Weight
248,35,172,75,Male,Leg Press,Legs,Compound,4,Muscle Gain,25.35,Overweight
248,35,172,75,Male,Plank,Core,Compound,3,Muscle Gain,25.35,Overweight
248,35,172,75,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,25.35,Overweight
248,35,172,75,Male,Lunges,Legs,Compound,5,Muscle Gain,25.35,Overweight
248,35,172,75,Male,Push-ups,Chest,Compound,3,Muscle Gain,25.35,Overweight
249,40,175,85,Female,Barbell Rows,Back,Compound,4,Muscle Gain,27.76,Overweight
249,40,175,85,Female,Deadlift,Back,Compound,4,Muscle Gain,27.76,Overweight
249,40,175,85,Female,Squats,Legs,Compound,5,Muscle Gain,27.76,Overweight
249,40,175,85,Female,Bench Press,Chest,Compound,4,Muscle Gain,27.76,Overweight
249,40,175,85,Female,Shoulder Press,Shoulders,Isolation,4,Muscle Gain,27.76,Overweight
250,36,165,70,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.71,Overweight
250,36,165,70,Female,Lunges,Legs,Compound,5,Muscle Gain,25.71,Overweight
250,36,165,70,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.71,Overweight
250,36,165,70,Female,Plank,Core,Compound,3,Muscle Gain,25.71,Overweight
250,36,165,70,Female,Crunches,Core,Isolation,3,Muscle Gain,25.71,Overweight
